"player","Opponent","location","Date","gs","min","fg","fg_att","fg_pct","threes","threes_att","threes_pct","ft","ft_att","ft_pct","off","def","tot","reb_avg","pf","fo","ast","turn_overs","blk","stl","pts","avg","Rdate","Season"
"McLAIN-Pat","SLIPPERY ROCK","home","03/01/11","no",17,1,3,0.333,0,0,0,0,0,0,1,1,2,0.8,4,0,0,1,1,0,2,1.1,2011-03-01,"2010-2011"
"OUEGNIN-Jonathan","SLIPPERY ROCK","home","03/01/11","no",9,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1.2,2011-03-01,"2010-2011"
"RATNER-Heiden","SLIPPERY ROCK","home","03/01/11","yes",35,5,15,0.333,1,6,0.167,5,5,1,1,5,6,3.5,2,0,2,2,0,1,16,19.6,2011-03-01,"2010-2011"
"RICKARD-Andrew","SLIPPERY ROCK","home","03/01/11","no",10,0,1,0,0,0,0,0,0,0,0,1,1,1.1,0,0,0,0,0,0,0,3,2011-03-01,"2010-2011"
"SNOW-Jason","SLIPPERY ROCK","home","03/01/11","no",23,2,5,0.4,0,1,0,3,4,0.75,0,7,7,3.4,3,0,1,2,1,1,7,4.9,2011-03-01,"2010-2011"
"TURNER-Jamal","SLIPPERY ROCK","home","03/01/11","yes",26,1,6,0.167,0,2,0,0,0,0,0,4,4,2.5,0,0,4,1,1,1,2,2.6,2011-03-01,"2010-2011"
"WEAVER-Bill","SLIPPERY ROCK","home","03/01/11","yes",29,2,9,0.222,0,0,0,2,2,1,2,2,4,3.3,1,0,0,0,1,2,6,7.2,2011-03-01,"2010-2011"
"BILBO-Paul","URBANA UNIVERSITY","home","11/12/11","yes",22,2,3,0.667,0,0,0,3,4,0.75,2,2,4,4,2,0,0,0,2,1,7,7,2011-11-12,"2011-2012"
"DAILEY-Callon","URBANA UNIVERSITY","home","11/12/11","no",30,2,5,0.4,0,2,0,0,0,0,1,1,2,2,0,0,0,2,1,1,4,4,2011-11-12,"2011-2012"
"ELLINGTON-Keith","URBANA UNIVERSITY","home","11/12/11","no",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2011-11-12,"2011-2012"
"HEINE-Christian","URBANA UNIVERSITY","home","11/12/11","no",10,0,0,0,0,0,0,0,0,0,1,3,4,4,0,0,1,1,0,0,0,0,2011-11-12,"2011-2012"
"INGRAM-Terrence","URBANA UNIVERSITY","home","11/12/11","no",1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2011-11-12,"2011-2012"
"LEE-Matt","URBANA UNIVERSITY","home","11/12/11","yes",20,4,13,0.308,3,8,0.375,0,0,0,1,1,2,2,1,0,0,3,0,0,11,11,2011-11-12,"2011-2012"
"LIBAZS-Arnis","URBANA UNIVERSITY","home","11/12/11","no",10,0,0,0,0,0,0,1,2,0.5,1,0,1,1,2,0,0,1,0,0,1,1,2011-11-12,"2011-2012"
"OUEGNIN-Jonathan","URBANA UNIVERSITY","home","11/12/11","yes",31,5,11,0.455,2,5,0.4,2,2,1,2,3,5,5,1,0,1,2,3,3,14,14,2011-11-12,"2011-2012"
"RICKARD-Andrew","URBANA UNIVERSITY","home","11/12/11","no",22,7,12,0.583,5,6,0.833,0,0,0,0,3,3,3,3,0,3,2,0,1,19,19,2011-11-12,"2011-2012"
"TURNER-Jamal","URBANA UNIVERSITY","home","11/12/11","yes",22,1,2,0.5,0,1,0,0,0,0,0,4,4,4,1,0,10,4,0,1,2,2,2011-11-12,"2011-2012"
"WEAVER-Bill","URBANA UNIVERSITY","home","11/12/11","yes",25,6,16,0.375,0,0,0,4,5,0.8,5,2,7,7,3,0,1,2,0,1,16,16,2011-11-12,"2011-2012"
"DAILEY-Callon","at Millersville","away","11/19/11","no",25,4,9,0.444,1,2,0.5,0,2,0,2,3,5,3.5,3,0,2,2,0,2,9,6.5,2011-11-19,"2011-2012"
"HEINE-Christian","at Millersville","away","11/19/11","no",17,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,2,3,1.5,2011-11-19,"2011-2012"
"INGRAM-Terrence","at Millersville","away","11/19/11","no",8,0,1,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2011-11-19,"2011-2012"
"LEE-Matt","at Millersville","away","11/19/11","yes",31,9,14,0.643,5,7,0.714,0,0,0,2,1,3,2.5,1,0,3,2,0,0,23,17,2011-11-19,"2011-2012"
"LIBAZS-Arnis","at Millersville","away","11/19/11","no",14,4,7,0.571,0,0,0,4,8,0.5,2,2,4,2.5,5,1,0,0,0,1,12,6.5,2011-11-19,"2011-2012"
"OUEGNIN-Jonathan","at Millersville","away","11/19/11","yes",23,1,3,0.333,0,1,0,0,0,0,0,4,4,4.5,1,0,4,4,0,1,2,8,2011-11-19,"2011-2012"
"RICKARD-Andrew","at Millersville","away","11/19/11","yes",36,6,12,0.5,3,7,0.429,9,9,1,0,6,6,4.5,3,0,3,2,0,1,24,21.5,2011-11-19,"2011-2012"
"TURNER-Jamal","at Millersville","away","11/19/11","yes",34,0,3,0,0,0,0,0,4,0,0,5,5,4.5,3,0,5,2,0,1,0,1,2011-11-19,"2011-2012"
"WEAVER-Bill","at Millersville","away","11/19/11","yes",12,4,4,1,0,0,0,3,4,0.75,0,3,3,5,5,1,0,0,0,0,11,13.5,2011-11-19,"2011-2012"
"DAILEY-Callon","at WEST CHESTER","away","11/20/11","no",19,3,4,0.75,1,1,1,2,2,1,1,4,5,4,5,1,1,1,0,1,9,7.3,2011-11-20,"2011-2012"
"ELLINGTON-Keith","at WEST CHESTER","away","11/20/11","no",8,0,3,0,0,2,0,4,4,1,0,0,0,0,0,0,0,1,0,2,4,2,2011-11-20,"2011-2012"
"HEINE-Christian","at WEST CHESTER","away","11/20/11","no",11,0,1,0,0,0,0,0,0,0,0,1,1,1.7,0,0,1,0,0,0,0,1,2011-11-20,"2011-2012"
"INGRAM-Terrence","at WEST CHESTER","away","11/20/11","no",12,0,0,0,0,0,0,2,2,1,1,1,2,1,1,0,2,1,0,0,2,0.7,2011-11-20,"2011-2012"
"LEE-Matt","at WEST CHESTER","away","11/20/11","yes",35,8,15,0.533,4,8,0.5,7,8,0.875,0,0,0,1.7,2,0,0,2,0,1,27,20.3,2011-11-20,"2011-2012"
"LIBAZS-Arnis","at WEST CHESTER","away","11/20/11","no",14,0,4,0,0,0,0,0,0,0,2,1,3,2.7,3,0,0,1,0,0,0,4.3,2011-11-20,"2011-2012"
"OUEGNIN-Jonathan","at WEST CHESTER","away","11/20/11","yes",25,2,6,0.333,0,1,0,4,6,0.667,0,6,6,5,4,0,5,1,1,2,8,8,2011-11-20,"2011-2012"
"RICKARD-Andrew","at WEST CHESTER","away","11/20/11","yes",28,3,8,0.375,3,7,0.429,5,6,0.833,3,4,7,5.3,0,0,2,0,0,1,14,19,2011-11-20,"2011-2012"
"TURNER-Jamal","at WEST CHESTER","away","11/20/11","yes",22,1,1,1,0,0,0,3,4,0.75,0,0,0,3,3,0,2,5,0,1,5,2.3,2011-11-20,"2011-2012"
"WEAVER-Bill","at WEST CHESTER","away","11/20/11","yes",26,7,14,0.5,0,0,0,7,12,0.583,3,2,5,5,2,0,1,2,0,4,21,16,2011-11-20,"2011-2012"
"DAILEY-Callon","at Lake Erie College","away","11/27/11","no",25,0,5,0,0,3,0,0,0,0,0,2,2,3.5,2,0,2,1,1,2,0,5.5,2011-11-27,"2011-2012"
"ELLINGTON-Keith","at Lake Erie College","away","11/27/11","no",5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,2011-11-27,"2011-2012"
"HEINE-Christian","at Lake Erie College","away","11/27/11","no",21,4,7,0.571,1,3,0.333,0,2,0,2,0,2,1.8,1,0,2,1,0,0,9,3,2011-11-27,"2011-2012"
"INGRAM-Terrence","at Lake Erie College","away","11/27/11","no",5,0,1,0,0,0,0,0,0,0,0,0,0,0.8,1,0,0,0,0,0,0,0.5,2011-11-27,"2011-2012"
"LEE-Matt","at Lake Erie College","away","11/27/11","yes",23,5,13,0.385,2,7,0.286,2,2,1,1,0,1,1.5,2,0,0,4,0,0,14,18.8,2011-11-27,"2011-2012"
"LIBAZS-Arnis","at Lake Erie College","away","11/27/11","no",6,0,0,0,0,0,0,0,1,0,0,1,1,2.3,2,0,1,1,0,0,0,3.3,2011-11-27,"2011-2012"
"OUEGNIN-Jonathan","at Lake Erie College","away","11/27/11","yes",26,3,6,0.5,1,2,0.5,1,2,0.5,2,2,4,4.8,3,0,2,2,2,3,8,8,2011-11-27,"2011-2012"
"RICKARD-Andrew","at Lake Erie College","away","11/27/11","yes",27,2,6,0.333,2,3,0.667,2,3,0.667,0,3,3,4.8,2,0,2,0,0,2,8,16.3,2011-11-27,"2011-2012"
"TURNER-Jamal","at Lake Erie College","away","11/27/11","yes",30,0,0,0,0,0,0,0,3,0,2,2,4,3.3,3,0,0,2,0,0,0,1.8,2011-11-27,"2011-2012"
"WEAVER-Bill","at Lake Erie College","away","11/27/11","yes",32,3,7,0.429,0,0,0,4,4,1,1,2,3,4.5,2,0,0,0,0,1,10,14.5,2011-11-27,"2011-2012"
"COLEMAN-Steven","KUTZTOWN","home","12/03/11","no",13,2,5,0.4,0,2,0,3,4,0.75,0,2,2,2,5,1,1,1,0,0,7,7,2011-12-03,"2011-2012"
"DAILEY-Callon","KUTZTOWN","home","12/03/11","no",31,4,5,0.8,1,2,0.5,0,0,0,1,1,2,3.2,2,0,2,1,0,2,9,6.2,2011-12-03,"2011-2012"
"ELLINGTON-Keith","KUTZTOWN","home","12/03/11","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,2011-12-03,"2011-2012"
"HEINE-Christian","KUTZTOWN","home","12/03/11","no",10,0,0,0,0,0,0,0,0,0,0,1,1,1.6,0,0,0,0,0,0,0,2.4,2011-12-03,"2011-2012"
"INGRAM-Terrence","KUTZTOWN","home","12/03/11","no",3,0,1,0,0,1,0,0,0,0,0,0,0,0.6,0,0,0,1,0,1,0,0.4,2011-12-03,"2011-2012"
"LEAO-Luis","KUTZTOWN","home","12/03/11","yes",24,7,12,0.583,1,1,1,8,10,0.8,3,2,5,5,4,0,1,2,1,1,23,23,2011-12-03,"2011-2012"
"LEE-Matt","KUTZTOWN","home","12/03/11","yes",22,4,12,0.333,3,9,0.333,0,0,0,0,1,1,1.4,3,0,2,1,0,2,11,17.2,2011-12-03,"2011-2012"
"LIBAZS-Arnis","KUTZTOWN","home","12/03/11","no",8,1,5,0.2,0,1,0,0,0,0,1,4,5,2.8,2,0,0,1,0,1,2,3,2011-12-03,"2011-2012"
"OUEGNIN-Jonathan","KUTZTOWN","home","12/03/11","yes",21,2,5,0.4,0,2,0,0,0,0,1,2,3,4.4,0,0,5,3,0,2,4,7.2,2011-12-03,"2011-2012"
"RICKARD-Andrew","KUTZTOWN","home","12/03/11","no",20,4,8,0.5,3,6,0.5,4,4,1,2,3,5,4.8,4,0,2,3,0,2,15,16,2011-12-03,"2011-2012"
"TURNER-Jamal","KUTZTOWN","home","12/03/11","yes",31,0,0,0,0,0,0,4,6,0.667,0,3,3,3.2,1,0,9,1,0,1,4,2.2,2011-12-03,"2011-2012"
"WEAVER-Bill","KUTZTOWN","home","12/03/11","yes",16,3,6,0.5,0,0,0,3,4,0.75,3,2,5,4.6,3,0,1,3,0,0,9,13.4,2011-12-03,"2011-2012"
"COLEMAN-Steven","EAST STROUDSBURG","home","12/04/11","no",8,2,2,1,0,0,0,2,2,1,1,0,1,1.5,3,0,1,1,0,0,6,6.5,2011-12-04,"2011-2012"
"DAILEY-Callon","EAST STROUDSBURG","home","12/04/11","no",26,3,6,0.5,0,2,0,0,0,0,0,1,1,2.8,1,0,0,1,0,1,6,6.2,2011-12-04,"2011-2012"
"ELLINGTON-Keith","EAST STROUDSBURG","home","12/04/11","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2,2011-12-04,"2011-2012"
"HEINE-Christian","EAST STROUDSBURG","home","12/04/11","no",7,0,1,0,0,1,0,0,0,0,2,0,2,1.7,0,0,1,1,0,0,0,2,2011-12-04,"2011-2012"
"INGRAM-Terrence","EAST STROUDSBURG","home","12/04/11","no",4,1,1,1,1,1,1,0,0,0,0,0,0,0.5,0,0,1,0,0,0,3,0.8,2011-12-04,"2011-2012"
"LEAO-Luis","EAST STROUDSBURG","home","12/04/11","yes",15,2,5,0.4,0,1,0,0,0,0,1,4,5,5,5,1,1,1,0,2,4,13.5,2011-12-04,"2011-2012"
"LEE-Matt","EAST STROUDSBURG","home","12/04/11","yes",28,6,15,0.4,1,6,0.167,2,2,1,2,1,3,1.7,4,0,1,3,0,0,15,16.8,2011-12-04,"2011-2012"
"LIBAZS-Arnis","EAST STROUDSBURG","home","12/04/11","no",8,0,0,0,0,0,0,0,0,0,0,3,3,2.8,1,0,0,0,2,1,0,2.5,2011-12-04,"2011-2012"
"OUEGNIN-Jonathan","EAST STROUDSBURG","home","12/04/11","yes",22,0,1,0,0,1,0,1,2,0.5,1,3,4,4.3,2,0,2,2,1,3,1,6.2,2011-12-04,"2011-2012"
"RICKARD-Andrew","EAST STROUDSBURG","home","12/04/11","no",30,7,11,0.636,5,7,0.714,5,5,1,0,2,2,4.3,2,0,2,2,0,2,24,17.3,2011-12-04,"2011-2012"
"TURNER-Jamal","EAST STROUDSBURG","home","12/04/11","yes",31,1,7,0.143,0,3,0,1,6,0.167,2,0,2,3,2,0,10,2,1,1,3,2.3,2011-12-04,"2011-2012"
"WEAVER-Bill","EAST STROUDSBURG","home","12/04/11","yes",21,4,8,0.5,0,0,0,0,0,0,2,5,7,5,2,0,1,1,0,0,8,12.5,2011-12-04,"2011-2012"
"BILBO-Paul","at Mansfield University","away","12/09/11","no",11,1,3,0.333,0,0,0,0,2,0,1,1,2,3,2,0,0,0,1,0,2,4.5,2011-12-09,"2011-2012"
"COLEMAN-Steven","at Mansfield University","away","12/09/11","no",19,3,7,0.429,1,3,0.333,3,6,0.5,0,2,2,1.7,1,0,2,1,0,3,10,7.7,2011-12-09,"2011-2012"
"DAILEY-Callon","at Mansfield University","away","12/09/11","no",24,3,4,0.75,2,2,1,0,0,0,1,0,1,2.6,3,0,1,0,0,1,8,6.4,2011-12-09,"2011-2012"
"HEINE-Christian","at Mansfield University","away","12/09/11","no",8,0,2,0,0,1,0,0,0,0,0,3,3,1.9,3,0,3,1,0,1,0,1.7,2011-12-09,"2011-2012"
"LEAO-Luis","at Mansfield University","away","12/09/11","yes",23,5,8,0.625,0,0,0,3,6,0.5,1,3,4,4.7,3,0,2,4,1,4,13,13.3,2011-12-09,"2011-2012"
"LEE-Matt","at Mansfield University","away","12/09/11","yes",22,4,11,0.364,2,5,0.4,0,0,0,2,3,5,2.1,1,0,2,1,0,0,10,15.9,2011-12-09,"2011-2012"
"OUEGNIN-Jonathan","at Mansfield University","away","12/09/11","yes",18,1,3,0.333,0,1,0,0,0,0,0,2,2,4,1,0,0,2,0,1,2,5.6,2011-12-09,"2011-2012"
"RICKARD-Andrew","at Mansfield University","away","12/09/11","no",16,5,10,0.5,2,4,0.5,1,1,1,1,2,3,4.1,5,1,0,2,0,2,13,16.7,2011-12-09,"2011-2012"
"TURNER-Jamal","at Mansfield University","away","12/09/11","yes",31,0,1,0,0,1,0,1,2,0.5,1,2,3,3,3,0,8,2,0,0,1,2.1,2011-12-09,"2011-2012"
"WEAVER-Bill","at Mansfield University","away","12/09/11","yes",28,5,9,0.556,0,1,0,1,1,1,0,3,3,4.7,0,0,0,2,1,2,11,12.3,2011-12-09,"2011-2012"
"BILBO-Paul","at Bloomsburg","away","12/10/11","no",5,0,0,0,0,0,0,0,2,0,1,1,2,2.7,1,0,0,1,0,0,0,3,2011-12-10,"2011-2012"
"COLEMAN-Steven","at Bloomsburg","away","12/10/11","no",12,1,4,0.25,1,2,0.5,2,4,0.5,0,0,0,1.3,3,0,2,0,0,1,5,7,2011-12-10,"2011-2012"
"DAILEY-Callon","at Bloomsburg","away","12/10/11","no",26,3,7,0.429,2,4,0.5,0,0,0,0,1,1,2.4,2,0,0,0,0,0,8,6.6,2011-12-10,"2011-2012"
"HEINE-Christian","at Bloomsburg","away","12/10/11","no",5,0,0,0,0,0,0,0,0,0,0,1,1,1.8,0,0,1,0,0,0,0,1.5,2011-12-10,"2011-2012"
"LEAO-Luis","at Bloomsburg","away","12/10/11","yes",28,7,10,0.7,1,1,1,5,8,0.625,1,7,8,5.5,2,0,2,1,2,0,20,15,2011-12-10,"2011-2012"
"LEE-Matt","at Bloomsburg","away","12/10/11","yes",28,11,16,0.688,3,7,0.429,0,0,0,1,4,5,2.5,1,0,1,3,0,1,25,17,2011-12-10,"2011-2012"
"OUEGNIN-Jonathan","at Bloomsburg","away","12/10/11","yes",19,0,3,0,0,2,0,1,2,0.5,0,3,3,3.9,3,0,3,1,0,0,1,5,2011-12-10,"2011-2012"
"RICKARD-Andrew","at Bloomsburg","away","12/10/11","no",24,2,8,0.25,1,7,0.143,3,4,0.75,0,1,1,3.8,3,0,2,0,0,1,8,15.6,2011-12-10,"2011-2012"
"TURNER-Jamal","at Bloomsburg","away","12/10/11","yes",30,0,0,0,0,0,0,1,2,0.5,1,2,3,3,3,0,5,5,1,0,1,2,2011-12-10,"2011-2012"
"WEAVER-Bill","at Bloomsburg","away","12/10/11","yes",23,1,4,0.25,0,0,0,0,1,0,2,3,5,4.8,3,0,2,0,0,2,2,11,2011-12-10,"2011-2012"
"BILBO-Paul","BOWIE STATE","home","12/17/11","no",13,2,4,0.5,0,0,0,4,4,1,2,1,3,2.8,1,0,0,2,0,0,8,4.3,2011-12-17,"2011-2012"
"COLEMAN-Steven","BOWIE STATE","home","12/17/11","no",12,1,2,0.5,1,1,1,2,2,1,0,1,1,1.2,5,1,1,1,1,1,5,6.6,2011-12-17,"2011-2012"
"DAILEY-Callon","BOWIE STATE","home","12/17/11","no",31,3,7,0.429,0,2,0,0,0,0,0,4,4,2.6,4,0,4,4,1,0,6,6.6,2011-12-17,"2011-2012"
"HEINE-Christian","BOWIE STATE","home","12/17/11","no",10,0,1,0,0,1,0,0,0,0,0,0,0,1.6,0,0,1,0,0,0,0,1.3,2011-12-17,"2011-2012"
"INGRAM-Terrence","BOWIE STATE","home","12/17/11","no",2,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.7,2011-12-17,"2011-2012"
"LEAO-Luis","BOWIE STATE","home","12/17/11","yes",23,9,12,0.75,2,2,1,2,2,1,1,3,4,5.2,1,0,1,1,0,3,22,16.4,2011-12-17,"2011-2012"
"LEE-Matt","BOWIE STATE","home","12/17/11","yes",27,9,14,0.643,5,8,0.625,5,6,0.833,1,4,5,2.8,1,0,4,4,0,1,28,18.2,2011-12-17,"2011-2012"
"OUEGNIN-Jonathan","BOWIE STATE","home","12/17/11","yes",21,1,3,0.333,0,0,0,0,0,0,0,2,2,3.7,5,1,6,2,0,2,2,4.7,2011-12-17,"2011-2012"
"RICKARD-Andrew","BOWIE STATE","home","12/17/11","no",30,5,11,0.455,5,9,0.556,1,2,0.5,3,1,4,3.8,1,0,3,4,0,3,16,15.7,2011-12-17,"2011-2012"
"TURNER-Jamal","BOWIE STATE","home","12/17/11","yes",17,0,0,0,0,0,0,0,0,0,0,1,1,2.8,4,0,5,4,0,0,0,1.8,2011-12-17,"2011-2012"
"WEAVER-Bill","BOWIE STATE","home","12/17/11","yes",14,2,3,0.667,0,0,0,2,4,0.5,0,1,1,4.3,2,0,0,1,1,1,6,10.4,2011-12-17,"2011-2012"
"BILBO-Paul","WASHINGTON ADVENTIST","home","12/18/11","yes",16,4,5,0.8,0,0,0,1,2,0.5,0,2,2,2.6,5,1,1,0,0,0,9,5.2,2011-12-18,"2011-2012"
"COLEMAN-Steven","WASHINGTON ADVENTIST","home","12/18/11","no",20,6,9,0.667,3,5,0.6,0,1,0,0,3,3,1.5,2,0,4,0,0,1,15,8,2011-12-18,"2011-2012"
"DAILEY-Callon","WASHINGTON ADVENTIST","home","12/18/11","no",27,7,9,0.778,2,2,1,0,0,0,1,1,2,2.5,1,0,1,0,0,2,16,7.5,2011-12-18,"2011-2012"
"HEINE-Christian","WASHINGTON ADVENTIST","home","12/18/11","no",4,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,0,1,1,0,0,0,1.2,2011-12-18,"2011-2012"
"INGRAM-Terrence","WASHINGTON ADVENTIST","home","12/18/11","no",3,0,0,0,0,0,0,0,0,0,1,0,1,0.5,0,0,1,0,0,0,0,0.6,2011-12-18,"2011-2012"
"LEE-Matt","WASHINGTON ADVENTIST","home","12/18/11","yes",25,6,9,0.667,3,4,0.75,0,0,0,3,3,6,3.1,2,0,5,4,1,1,15,17.9,2011-12-18,"2011-2012"
"LIBAZS-Arnis","WASHINGTON ADVENTIST","home","12/18/11","no",1,0,1,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,2.1,2011-12-18,"2011-2012"
"OUEGNIN-Jonathan","WASHINGTON ADVENTIST","home","12/18/11","yes",24,5,7,0.714,2,3,0.667,0,1,0,1,2,3,3.6,2,0,6,4,0,1,12,5.4,2011-12-18,"2011-2012"
"RICKARD-Andrew","WASHINGTON ADVENTIST","home","12/18/11","no",25,4,5,0.8,0,1,0,4,4,1,0,3,3,3.7,3,0,3,1,0,0,12,15.3,2011-12-18,"2011-2012"
"TURNER-Jamal","WASHINGTON ADVENTIST","home","12/18/11","yes",23,1,4,0.25,0,1,0,2,2,1,0,1,1,2.6,4,0,4,2,0,0,4,2,2011-12-18,"2011-2012"
"WEAVER-Bill","WASHINGTON ADVENTIST","home","12/18/11","yes",32,6,11,0.545,0,0,0,5,9,0.556,0,2,2,4.1,1,0,3,1,2,2,17,11.1,2011-12-18,"2011-2012"
"BILBO-Paul","SHIPPENSBURG","home","01/06/12","yes",15,1,2,0.5,0,0,0,0,0,0,0,3,3,2.7,2,0,0,1,1,0,2,4.7,2012-01-06,"2011-2012"
"COLEMAN-Steven","SHIPPENSBURG","home","01/06/12","yes",20,4,11,0.364,1,5,0.2,0,2,0,0,3,3,1.7,1,0,2,1,0,1,9,8.1,2012-01-06,"2011-2012"
"DAILEY-Callon","SHIPPENSBURG","home","01/06/12","no",28,4,8,0.5,0,2,0,0,0,0,4,3,7,2.9,2,0,0,0,0,1,8,7.5,2012-01-06,"2011-2012"
"HEINE-Christian","SHIPPENSBURG","home","01/06/12","no",4,0,1,0,0,1,0,0,0,0,1,0,1,1.4,0,0,0,0,0,1,0,1.1,2012-01-06,"2011-2012"
"LEE-Matt","SHIPPENSBURG","home","01/06/12","yes",33,2,14,0.143,1,7,0.143,0,0,0,0,1,1,2.9,2,0,3,4,0,1,5,16.7,2012-01-06,"2011-2012"
"OUEGNIN-Jonathan","SHIPPENSBURG","home","01/06/12","no",10,0,2,0,0,2,0,0,0,0,1,1,2,3.5,0,0,1,0,1,0,0,4.9,2012-01-06,"2011-2012"
"RICKARD-Andrew","SHIPPENSBURG","home","01/06/12","no",29,7,13,0.538,2,6,0.333,5,5,1,1,1,2,3.5,2,0,1,1,0,0,21,15.8,2012-01-06,"2011-2012"
"TURNER-Jamal","SHIPPENSBURG","home","01/06/12","yes",33,0,2,0,0,0,0,0,1,0,2,2,4,2.7,2,0,4,4,0,1,0,1.8,2012-01-06,"2011-2012"
"WEAVER-Bill","SHIPPENSBURG","home","01/06/12","yes",28,6,13,0.462,0,0,0,4,4,1,7,1,8,4.5,2,0,1,3,1,2,16,11.5,2012-01-06,"2011-2012"
"BILBO-Paul","CHEYNEY","home","01/07/12","yes",12,1,4,0.25,0,0,0,1,2,0.5,1,2,3,2.7,3,0,0,1,1,0,3,4.4,2012-01-07,"2011-2012"
"COLEMAN-Steven","CHEYNEY","home","01/07/12","yes",21,0,5,0,0,3,0,2,4,0.5,0,4,4,2,1,0,3,0,0,1,2,7.4,2012-01-07,"2011-2012"
"DAILEY-Callon","CHEYNEY","home","01/07/12","no",25,3,7,0.429,0,1,0,0,0,0,2,0,2,2.8,3,0,0,0,0,1,6,7.4,2012-01-07,"2011-2012"
"HEINE-Christian","CHEYNEY","home","01/07/12","no",14,0,2,0,0,2,0,0,0,0,0,1,1,1.3,1,0,0,0,0,0,0,1,2012-01-07,"2011-2012"
"INGRAM-Terrence","CHEYNEY","home","01/07/12","no",11,1,3,0.333,1,3,0.333,2,2,1,2,1,3,0.8,2,0,2,0,1,0,5,1.1,2012-01-07,"2011-2012"
"LEE-Matt","CHEYNEY","home","01/07/12","yes",22,4,9,0.444,3,6,0.5,0,0,0,1,4,5,3.1,3,0,3,2,0,0,11,16.3,2012-01-07,"2011-2012"
"LIBAZS-Arnis","CHEYNEY","home","01/07/12","no",7,0,1,0,0,1,0,2,2,1,0,2,2,2.4,0,0,0,1,0,1,2,2.1,2012-01-07,"2011-2012"
"OUEGNIN-Jonathan","CHEYNEY","home","01/07/12","no",12,1,2,0.5,0,0,0,1,2,0.5,0,2,2,3.3,2,0,1,0,0,1,3,4.8,2012-01-07,"2011-2012"
"RICKARD-Andrew","CHEYNEY","home","01/07/12","no",22,3,7,0.429,2,5,0.4,2,4,0.5,0,0,0,3.3,1,0,0,0,0,0,10,15.3,2012-01-07,"2011-2012"
"TURNER-Jamal","CHEYNEY","home","01/07/12","yes",24,2,2,1,0,0,0,0,1,0,2,3,5,2.9,3,0,2,3,0,1,4,2,2012-01-07,"2011-2012"
"WEAVER-Bill","CHEYNEY","home","01/07/12","yes",30,5,9,0.556,0,0,0,12,14,0.857,5,4,9,4.8,1,0,1,2,2,2,22,12.4,2012-01-07,"2011-2012"
"BILBO-Paul","at Clarion","away","01/11/12","yes",13,2,2,1,0,0,0,0,1,0,0,0,0,2.4,2,0,2,1,1,1,4,4.4,2012-01-11,"2011-2012"
"COLEMAN-Steven","at Clarion","away","01/11/12","yes",24,3,10,0.3,0,3,0,0,0,0,3,4,7,2.6,3,0,4,0,0,0,6,7.2,2012-01-11,"2011-2012"
"DAILEY-Callon","at Clarion","away","01/11/12","no",25,7,12,0.583,2,4,0.5,2,2,1,2,1,3,2.8,2,0,0,0,0,4,18,8.2,2012-01-11,"2011-2012"
"HEINE-Christian","at Clarion","away","01/11/12","no",5,0,1,0,0,1,0,0,0,0,0,1,1,1.3,0,0,0,0,0,0,0,0.9,2012-01-11,"2011-2012"
"INGRAM-Terrence","at Clarion","away","01/11/12","no",2,0,2,0,0,1,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,1,2012-01-11,"2011-2012"
"LEE-Matt","at Clarion","away","01/11/12","yes",27,3,13,0.231,2,5,0.4,1,2,0.5,2,2,4,3.2,2,0,1,1,0,1,9,15.7,2012-01-11,"2011-2012"
"LIBAZS-Arnis","at Clarion","away","01/11/12","no",4,1,3,0.333,0,0,0,0,0,0,0,0,0,2.1,2,0,0,0,0,1,2,2.1,2012-01-11,"2011-2012"
"OUEGNIN-Jonathan","at Clarion","away","01/11/12","no",9,0,0,0,0,0,0,1,4,0.25,1,0,1,3.2,1,0,2,0,2,0,1,4.5,2012-01-11,"2011-2012"
"RICKARD-Andrew","at Clarion","away","01/11/12","no",23,2,7,0.286,1,6,0.167,0,0,0,0,1,1,3.1,3,0,1,0,0,0,5,14.5,2012-01-11,"2011-2012"
"TURNER-Jamal","at Clarion","away","01/11/12","yes",32,2,3,0.667,0,1,0,1,2,0.5,1,4,5,3.1,2,0,1,2,0,0,5,2.2,2012-01-11,"2011-2012"
"WEAVER-Bill","at Clarion","away","01/11/12","yes",35,5,8,0.625,0,0,0,6,7,0.857,3,5,8,5.1,5,1,1,4,1,1,16,12.7,2012-01-11,"2011-2012"
