"player","Opponent","location","Date","gs","min","fg","fg_att","fg_pct","threes","threes_att","threes_pct","ft","ft_att","ft_pct","off","def","tot","reb_avg","pf","fo","ast","turn_overs","blk","stl","pts","avg","Rdate","Season"
"SAMUELSON-Beau","at Slippery Rock","away","01/18/14","no",7,0,1,0,0,1,0,0,0,0,0,0,0,0.6,1,0,2,0,0,0,0,2.1,2014-01-18,"2013-2014"
"WILLIAMS-Greg","at Slippery Rock","away","01/18/14","no",14,2,5,0.4,1,3,0.333,0,0,0,0,1,1,2.4,0,0,1,0,0,0,5,5.6,2014-01-18,"2013-2014"
"BEINS-Sean","CLARION","home","01/22/14","no",14,2,3,0.667,0,1,0,2,2,1,1,3,4,2.1,4,0,0,1,0,0,6,3.9,2014-01-22,"2013-2014"
"BILBO-Paul","CLARION","home","01/22/14","yes",9,1,2,0.5,0,0,0,0,0,0,1,2,3,3.4,2,0,0,1,0,0,2,5.1,2014-01-22,"2013-2014"
"DAILEY-Callon","CLARION","home","01/22/14","yes",27,2,8,0.25,0,1,0,0,0,0,0,2,2,3.5,2,0,0,1,2,0,4,8.4,2014-01-22,"2013-2014"
"HALE-H'ian","CLARION","home","01/22/14","yes",21,2,4,0.5,0,0,0,0,0,0,0,3,3,1.7,1,0,1,0,0,0,4,3.7,2014-01-22,"2013-2014"
"HOYING-Andy","CLARION","home","01/22/14","no",27,3,7,0.429,0,0,0,5,5,1,0,5,5,4.3,0,0,0,0,0,1,11,4.5,2014-01-22,"2013-2014"
"INGRAM-Terrence","CLARION","home","01/22/14","no",3,0,1,0,0,0,0,2,2,1,0,0,0,0.4,1,0,0,1,0,0,2,1.9,2014-01-22,"2013-2014"
"LYTLE-Anthony","CLARION","home","01/22/14","yes",28,5,12,0.417,0,0,0,2,2,1,1,3,4,4.3,0,0,1,1,1,0,12,9,2014-01-22,"2013-2014"
"ONANA-Jean","CLARION","home","01/22/14","no",21,2,7,0.286,0,3,0,0,0,0,0,3,3,1.7,0,0,1,2,0,1,4,9.1,2014-01-22,"2013-2014"
"OUEGNIN-Jonathan","CLARION","home","01/22/14","yes",27,3,4,0.75,0,1,0,7,9,0.778,1,3,4,5.4,3,0,1,0,1,2,13,10.4,2014-01-22,"2013-2014"
"SAMUELSON-Beau","CLARION","home","01/22/14","no",7,0,1,0,0,1,0,0,0,0,0,0,0,0.6,0,0,3,0,0,0,0,2,2014-01-22,"2013-2014"
"WILLIAMS-Greg","CLARION","home","01/22/14","no",16,1,7,0.143,1,4,0.25,0,0,0,1,3,4,2.5,0,0,1,0,0,0,3,5.5,2014-01-22,"2013-2014"
"BEINS-Sean","at Pitt-Johnstown","away","01/25/14","no",17,1,2,0.5,0,0,0,5,5,1,0,2,2,2.1,3,0,0,0,0,0,7,4.2,2014-01-25,"2013-2014"
"BILBO-Paul","at Pitt-Johnstown","away","01/25/14","yes",11,3,7,0.429,0,0,0,0,1,0,4,3,7,3.6,3,0,1,0,0,0,6,5.2,2014-01-25,"2013-2014"
"DAILEY-Callon","at Pitt-Johnstown","away","01/25/14","yes",33,3,8,0.375,0,2,0,0,0,0,1,0,1,3.3,2,0,2,0,0,2,6,8.3,2014-01-25,"2013-2014"
"HALE-H'ian","at Pitt-Johnstown","away","01/25/14","no",14,0,1,0,0,0,0,0,0,0,0,0,0,1.6,1,0,2,1,0,1,0,3.4,2014-01-25,"2013-2014"
"HOYING-Andy","at Pitt-Johnstown","away","01/25/14","no",24,8,11,0.727,0,2,0,1,1,1,1,0,1,4.1,3,0,0,1,0,1,17,5.2,2014-01-25,"2013-2014"
"INGRAM-Terrence","at Pitt-Johnstown","away","01/25/14","no",8,1,2,0.5,1,2,0.5,0,0,0,0,0,0,0.4,0,0,0,0,0,0,3,2,2014-01-25,"2013-2014"
"LYTLE-Anthony","at Pitt-Johnstown","away","01/25/14","yes",24,4,12,0.333,0,1,0,4,6,0.667,5,7,12,4.8,3,0,1,1,0,0,12,9.2,2014-01-25,"2013-2014"
"ONANA-Jean","at Pitt-Johnstown","away","01/25/14","no",25,5,11,0.455,1,5,0.2,0,0,0,0,1,1,1.7,2,0,1,1,0,1,11,9.2,2014-01-25,"2013-2014"
"OUEGNIN-Jonathan","at Pitt-Johnstown","away","01/25/14","yes",28,5,6,0.833,1,2,0.5,1,2,0.5,1,3,4,5.3,1,0,4,1,1,4,12,10.5,2014-01-25,"2013-2014"
"SAMUELSON-Beau","at Pitt-Johnstown","away","01/25/14","yes",5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0,0,0,0,1.9,2014-01-25,"2013-2014"
"WILLIAMS-Greg","at Pitt-Johnstown","away","01/25/14","no",11,2,4,0.5,2,3,0.667,0,0,0,1,0,1,2.4,0,0,2,1,0,0,6,5.5,2014-01-25,"2013-2014"
"BEINS-Sean","at Seton Hill","away","1/29/14","no",9,2,3,0.667,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,4,4.2,2014-01-29,"2013-2014"
"BILBO-Paul","at Seton Hill","away","1/29/14","yes",10,0,1,0,0,0,0,1,2,0.5,1,2,3,3.5,0,0,0,0,0,0,1,4.9,2014-01-29,"2013-2014"
"DAILEY-Callon","at Seton Hill","away","1/29/14","yes",34,6,11,0.545,0,0,0,0,0,0,3,1,4,3.4,1,0,0,1,1,0,12,8.5,2014-01-29,"2013-2014"
"EWING-James","at Seton Hill","away","1/29/14","no",12,2,6,0.333,0,0,0,1,1,1,2,0,2,3.9,1,0,0,0,0,0,5,5.1,2014-01-29,"2013-2014"
"HALE-H'ian","at Seton Hill","away","1/29/14","no",9,2,2,1,0,0,0,0,0,0,0,1,1,1.5,0,0,3,2,0,0,4,3.5,2014-01-29,"2013-2014"
"HOYING-Andy","at Seton Hill","away","1/29/14","no",24,3,4,0.75,2,3,0.667,0,0,0,0,4,4,4.1,0,0,0,1,0,1,8,5.4,2014-01-29,"2013-2014"
"INGRAM-Terrence","at Seton Hill","away","1/29/14","no",2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,1.8,2014-01-29,"2013-2014"
"LYTLE-Anthony","at Seton Hill","away","1/29/14","yes",25,3,7,0.429,0,2,0,0,0,0,1,3,4,4.8,2,0,1,4,0,1,6,9,2014-01-29,"2013-2014"
"ONANA-Jean","at Seton Hill","away","1/29/14","yes",27,3,7,0.429,0,1,0,0,0,0,0,0,0,1.6,2,0,2,2,1,0,6,9.1,2014-01-29,"2013-2014"
"OUEGNIN-Jonathan","at Seton Hill","away","1/29/14","yes",31,2,5,0.4,0,2,0,1,2,0.5,0,8,8,5.4,1,0,6,2,0,5,5,10.2,2014-01-29,"2013-2014"
"SAMUELSON-Beau","at Seton Hill","away","1/29/14","no",6,1,2,0.5,1,2,0.5,0,0,0,0,0,0,0.5,0,0,1,1,0,0,3,1.9,2014-01-29,"2013-2014"
"WILLIAMS-Greg","at Seton Hill","away","1/29/14","no",11,1,2,0.5,1,2,0.5,0,0,0,0,0,0,2.3,2,0,0,0,0,0,3,5.4,2014-01-29,"2013-2014"
"BEINS-Sean","at California","away","02/05/14","no",8,0,1,0,0,1,0,0,0,0,0,0,0,1.8,1,0,0,0,0,0,0,3.8,2014-02-05,"2013-2014"
"BILBO-Paul","at California","away","02/05/14","yes",13,4,7,0.571,0,0,0,1,3,0.333,2,1,3,3.5,2,0,0,1,0,0,9,5.2,2014-02-05,"2013-2014"
"DAILEY-Callon","at California","away","02/05/14","yes",31,4,9,0.444,0,2,0,0,0,0,4,3,7,3.6,2,0,0,2,1,1,8,8.5,2014-02-05,"2013-2014"
"EWING-James","at California","away","02/05/14","no",16,3,4,0.75,0,0,0,0,0,0,0,1,1,3.7,0,0,1,0,0,0,6,5.2,2014-02-05,"2013-2014"
"HALE-H'ian","at California","away","02/05/14","no",9,0,0,0,0,0,0,0,0,0,1,1,2,1.6,2,0,0,0,0,0,0,3.3,2014-02-05,"2013-2014"
"HOYING-Andy","at California","away","02/05/14","no",22,1,4,0.25,0,1,0,5,6,0.833,2,4,6,4.2,1,0,3,0,0,1,7,5.5,2014-02-05,"2013-2014"
"INGRAM-Terrence","at California","away","02/05/14","no",3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,1.6,2014-02-05,"2013-2014"
"LYTLE-Anthony","at California","away","02/05/14","yes",19,2,9,0.222,0,1,0,1,2,0.5,1,2,3,4.7,1,0,2,0,1,2,5,8.8,2014-02-05,"2013-2014"
"ONANA-Jean","at California","away","02/05/14","yes",33,5,11,0.455,4,10,0.4,0,0,0,1,0,1,1.6,3,0,3,0,0,2,14,9.3,2014-02-05,"2013-2014"
"OUEGNIN-Jonathan","at California","away","02/05/14","yes",32,3,7,0.429,1,3,0.333,1,1,1,0,6,6,5.5,1,0,4,1,1,1,8,10.1,2014-02-05,"2013-2014"
"SAMUELSON-Beau","at California","away","02/05/14","no",2,0,2,0,0,2,0,0,0,0,0,1,1,0.6,0,0,0,0,0,0,0,1.8,2014-02-05,"2013-2014"
"WILLIAMS-Greg","at California","away","02/05/14","no",12,2,4,0.5,1,2,0.5,1,2,0.5,0,0,0,2.2,0,0,0,1,0,0,6,5.4,2014-02-05,"2013-2014"
"BEINS-Sean","GANNON UNIVERSITY","home","02/08/14","no",1,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,1,0,0,0,3.5,2014-02-08,"2013-2014"
"BILBO-Paul","GANNON UNIVERSITY","home","02/08/14","yes",17,3,5,0.6,0,0,0,2,3,0.667,2,1,3,3.5,1,0,0,0,0,0,8,5.3,2014-02-08,"2013-2014"
"DAILEY-Callon","GANNON UNIVERSITY","home","02/08/14","yes",28,2,8,0.25,0,1,0,0,0,0,2,2,4,3.6,1,0,0,1,0,0,4,8.2,2014-02-08,"2013-2014"
"EWING-James","GANNON UNIVERSITY","home","02/08/14","no",15,0,0,0,0,0,0,2,2,1,0,2,2,3.6,2,0,1,2,0,1,2,5,2014-02-08,"2013-2014"
"HALE-H'ian","GANNON UNIVERSITY","home","02/08/14","no",9,0,0,0,0,0,0,1,2,0.5,0,0,0,1.5,0,0,0,1,0,1,1,3.2,2014-02-08,"2013-2014"
"HOYING-Andy","GANNON UNIVERSITY","home","02/08/14","no",23,1,3,0.333,1,2,0.5,0,0,0,0,1,1,4,3,0,2,1,0,0,3,5.3,2014-02-08,"2013-2014"
"INGRAM-Terrence","GANNON UNIVERSITY","home","02/08/14","no",3,0,0,0,0,0,0,0,0,0,0,1,1,0.4,2,0,0,1,0,0,0,1.5,2014-02-08,"2013-2014"
"LYTLE-Anthony","GANNON UNIVERSITY","home","02/08/14","yes",24,3,6,0.5,0,2,0,0,1,0,0,1,1,4.5,2,0,1,2,0,1,6,8.6,2014-02-08,"2013-2014"
"ONANA-Jean","GANNON UNIVERSITY","home","02/08/14","yes",29,4,10,0.4,2,5,0.4,4,5,0.8,2,0,2,1.6,0,0,2,3,0,0,14,9.5,2014-02-08,"2013-2014"
"OUEGNIN-Jonathan","GANNON UNIVERSITY","home","02/08/14","yes",33,0,1,0,0,1,0,2,2,1,0,7,7,5.6,2,0,2,2,0,1,2,9.7,2014-02-08,"2013-2014"
"WILLIAMS-Greg","GANNON UNIVERSITY","home","02/08/14","no",18,4,6,0.667,3,4,0.75,3,3,1,0,0,0,2,1,0,0,2,0,0,14,5.8,2014-02-08,"2013-2014"
"BEINS-Sean","SLIPPERY ROCK","home","2/12/14","no",5,0,1,0,0,1,0,0,0,0,1,1,2,1.7,0,0,0,0,0,0,0,3.3,2014-02-12,"2013-2014"
"BILBO-Paul","SLIPPERY ROCK","home","2/12/14","yes",26,3,6,0.5,0,0,0,6,10,0.6,0,4,4,3.5,1,0,0,0,0,0,12,5.6,2014-02-12,"2013-2014"
"DAILEY-Callon","SLIPPERY ROCK","home","2/12/14","yes",32,1,6,0.167,0,2,0,2,2,1,0,3,3,3.5,1,0,0,0,1,0,4,8,2014-02-12,"2013-2014"
"EWING-James","SLIPPERY ROCK","home","2/12/14","no",12,2,3,0.667,0,0,0,0,0,0,1,1,2,3.6,2,0,0,1,0,0,4,5,2014-02-12,"2013-2014"
"HALE-H'ian","SLIPPERY ROCK","home","2/12/14","no",17,0,0,0,0,0,0,0,2,0,0,2,2,1.5,1,0,0,1,0,2,0,3,2014-02-12,"2013-2014"
"HOYING-Andy","SLIPPERY ROCK","home","2/12/14","no",22,3,5,0.6,1,2,0.5,4,4,1,1,1,2,4,3,0,2,2,0,2,11,5.6,2014-02-12,"2013-2014"
"INGRAM-Terrence","SLIPPERY ROCK","home","2/12/14","no",7,1,1,1,1,1,1,0,0,0,0,0,0,0.3,1,0,0,0,0,1,3,1.6,2014-02-12,"2013-2014"
"LYTLE-Anthony","SLIPPERY ROCK","home","2/12/14","yes",15,1,5,0.2,0,0,0,1,2,0.5,2,0,2,4.4,4,0,0,1,0,0,3,8.4,2014-02-12,"2013-2014"
"ONANA-Jean","SLIPPERY ROCK","home","2/12/14","yes",29,5,11,0.455,3,5,0.6,0,0,0,2,2,4,1.7,1,0,1,0,0,0,13,9.7,2014-02-12,"2013-2014"
"OUEGNIN-Jonathan","SLIPPERY ROCK","home","2/12/14","yes",24,1,3,0.333,0,1,0,2,4,0.5,1,1,2,5.4,3,0,2,2,1,2,4,9.4,2014-02-12,"2013-2014"
"SAMUELSON-Beau","SLIPPERY ROCK","home","2/12/14","no",5,0,0,0,0,0,0,0,0,0,1,0,1,0.6,0,0,1,0,0,0,0,1.7,2014-02-12,"2013-2014"
"WILLIAMS-Greg","SLIPPERY ROCK","home","2/12/14","no",6,1,6,0.167,0,4,0,0,0,0,1,1,2,2,0,0,0,0,0,0,2,5.6,2014-02-12,"2013-2014"
"BEINS-Sean","at Edinboro","away","2/15/14","no",6,1,1,1,0,0,0,0,0,0,1,2,3,1.8,2,0,0,1,0,0,2,3.2,2014-02-15,"2013-2014"
"BILBO-Paul","at Edinboro","away","2/15/14","yes",12,3,4,0.75,0,0,0,0,0,0,0,0,0,3.3,3,0,0,1,0,0,6,5.6,2014-02-15,"2013-2014"
"DAILEY-Callon","at Edinboro","away","2/15/14","yes",31,2,10,0.2,0,0,0,2,3,0.667,2,2,4,3.6,1,0,1,1,3,1,6,8,2014-02-15,"2013-2014"
"EWING-James","at Edinboro","away","2/15/14","no",12,2,2,1,0,0,0,0,0,0,0,2,2,3.5,3,0,0,2,0,2,4,4.9,2014-02-15,"2013-2014"
"HALE-H'ian","at Edinboro","away","2/15/14","no",8,0,0,0,0,0,0,2,2,1,0,0,0,1.4,0,0,0,0,0,0,2,3,2014-02-15,"2013-2014"
"HOYING-Andy","at Edinboro","away","2/15/14","no",25,2,5,0.4,0,0,0,0,0,0,0,3,3,3.9,2,0,2,0,0,0,4,5.5,2014-02-15,"2013-2014"
"INGRAM-Terrence","at Edinboro","away","2/15/14","no",19,2,4,0.5,0,0,0,1,1,1,2,0,2,0.5,0,0,0,0,0,0,5,1.8,2014-02-15,"2013-2014"
"LYTLE-Anthony","at Edinboro","away","2/15/14","yes",27,6,8,0.75,0,1,0,3,6,0.5,4,5,9,4.6,1,0,2,4,0,0,15,8.7,2014-02-15,"2013-2014"
"ONANA-Jean","at Edinboro","away","2/15/14","yes",19,3,10,0.3,1,2,0.5,0,0,0,0,3,3,1.7,2,0,1,1,0,0,7,9.6,2014-02-15,"2013-2014"
"OUEGNIN-Jonathan","at Edinboro","away","2/15/14","yes",29,3,6,0.5,1,2,0.5,4,5,0.8,0,3,3,5.3,3,0,3,0,1,2,11,9.5,2014-02-15,"2013-2014"
"SAMUELSON-Beau","at Edinboro","away","2/15/14","no",5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,0,0,0,0,1.7,2014-02-15,"2013-2014"
"WILLIAMS-Greg","at Edinboro","away","2/15/14","no",7,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5.4,2014-02-15,"2013-2014"
"BEINS-Sean","at IUP","away","02/19/14","no",3,1,1,1,0,0,0,0,0,0,0,0,0,1.7,2,0,0,0,0,0,2,3.1,2014-02-19,"2013-2014"
"BILBO-Paul","at IUP","away","02/19/14","yes",16,0,0,0,0,0,0,1,2,0.5,2,0,2,3.3,3,0,1,3,1,0,1,5.4,2014-02-19,"2013-2014"
"DAILEY-Callon","at IUP","away","02/19/14","yes",31,5,9,0.556,1,2,0.5,0,0,0,2,1,3,3.5,3,0,2,1,0,0,11,8.1,2014-02-19,"2013-2014"
"EWING-James","at IUP","away","02/19/14","no",16,1,1,1,0,0,0,2,2,1,0,2,2,3.4,1,0,1,1,0,1,4,4.9,2014-02-19,"2013-2014"
"HALE-H'ian","at IUP","away","02/19/14","no",19,2,4,0.5,0,0,0,3,3,1,0,1,1,1.4,3,0,1,0,0,0,7,3.1,2014-02-19,"2013-2014"
"HOYING-Andy","at IUP","away","02/19/14","no",20,3,3,1,0,0,0,0,0,0,0,1,1,3.8,4,0,3,1,0,0,6,5.5,2014-02-19,"2013-2014"
"INGRAM-Terrence","at IUP","away","02/19/14","no",6,0,1,0,0,1,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1.7,2014-02-19,"2013-2014"
"LYTLE-Anthony","at IUP","away","02/19/14","yes",24,3,9,0.333,1,1,1,4,4,1,1,4,5,4.6,4,0,3,3,0,1,11,8.8,2014-02-19,"2013-2014"
"ONANA-Jean","at IUP","away","02/19/14","yes",29,5,9,0.556,1,3,0.333,2,2,1,1,0,1,1.7,0,0,2,4,1,3,13,9.7,2014-02-19,"2013-2014"
"OUEGNIN-Jonathan","at IUP","away","02/19/14","yes",27,4,7,0.571,0,1,0,0,0,0,0,5,5,5.3,1,0,3,1,1,1,8,9.4,2014-02-19,"2013-2014"
"WILLIAMS-Greg","at IUP","away","02/19/14","no",9,1,2,0.5,1,1,1,0,0,0,0,1,1,1.9,0,0,0,1,0,0,3,5.3,2014-02-19,"2013-2014"
"BEINS-Sean","at Clarion","away","02/23/14","no",7,0,1,0,0,1,0,0,0,0,0,3,3,1.8,0,0,1,2,0,0,0,2.9,2014-02-23,"2013-2014"
"BILBO-Paul","at Clarion","away","02/23/14","yes",9,0,1,0,0,0,0,0,0,0,0,1,1,3.2,3,0,1,3,0,0,0,5.2,2014-02-23,"2013-2014"
"DAILEY-Callon","at Clarion","away","02/23/14","yes",31,4,10,0.4,1,4,0.25,2,3,0.667,0,6,6,3.6,0,0,1,0,1,0,11,8.2,2014-02-23,"2013-2014"
"EWING-James","at Clarion","away","02/23/14","no",17,2,3,0.667,0,0,0,0,0,0,2,3,5,3.5,0,0,0,2,0,0,4,4.8,2014-02-23,"2013-2014"
"HALE-H'ian","at Clarion","away","02/23/14","no",10,0,1,0,0,0,0,0,0,0,0,1,1,1.4,0,0,2,1,0,0,0,3,2014-02-23,"2013-2014"
"HOYING-Andy","at Clarion","away","02/23/14","no",29,3,6,0.5,0,1,0,0,0,0,1,4,5,3.8,4,0,1,2,0,1,6,5.6,2014-02-23,"2013-2014"
"INGRAM-Terrence","at Clarion","away","02/23/14","no",6,0,0,0,0,0,0,1,2,0.5,0,0,0,0.4,0,0,0,1,0,0,1,1.7,2014-02-23,"2013-2014"
"LYTLE-Anthony","at Clarion","away","02/23/14","yes",19,1,5,0.2,0,1,0,0,0,0,1,3,4,4.6,4,0,1,1,1,0,2,8.5,2014-02-23,"2013-2014"
"ONANA-Jean","at Clarion","away","02/23/14","yes",32,8,11,0.727,2,4,0.5,4,4,1,1,6,7,1.9,0,0,0,3,0,0,22,10.2,2014-02-23,"2013-2014"
"OUEGNIN-Jonathan","at Clarion","away","02/23/14","yes",29,1,4,0.25,0,1,0,2,2,1,0,1,1,5.1,2,0,1,1,1,1,4,9.2,2014-02-23,"2013-2014"
"SAMUELSON-Beau","at Clarion","away","02/23/14","no",4,0,0,0,0,0,0,2,2,1,0,0,0,0.5,0,0,0,0,0,0,2,1.7,2014-02-23,"2013-2014"
"WILLIAMS-Greg","at Clarion","away","02/23/14","no",7,0,3,0,0,2,0,0,0,0,1,0,1,1.9,0,0,0,0,0,0,0,5.1,2014-02-23,"2013-2014"
"BEINS-Sean","PITT-JOHNSTOWN","home","02/26/14","no",11,2,4,0.5,0,0,0,0,0,0,0,1,1,1.7,3,0,1,0,1,0,4,3,2014-02-26,"2013-2014"
"BILBO-Paul","PITT-JOHNSTOWN","home","02/26/14","yes",16,2,5,0.4,0,0,0,2,6,0.333,4,5,9,3.4,0,0,2,4,0,1,6,5.2,2014-02-26,"2013-2014"
"DAILEY-Callon","PITT-JOHNSTOWN","home","02/26/14","yes",38,4,8,0.5,2,4,0.5,2,3,0.667,1,1,2,3.6,1,0,1,0,1,1,12,8.3,2014-02-26,"2013-2014"
"EWING-James","PITT-JOHNSTOWN","home","02/26/14","no",8,2,3,0.667,0,0,0,0,4,0,2,1,3,3.5,4,0,0,1,0,0,4,4.8,2014-02-26,"2013-2014"
"FISHER-Bill","PITT-JOHNSTOWN","home","02/26/14","yes",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-02-26,"2013-2014"
"HALE-H'ian","PITT-JOHNSTOWN","home","02/26/14","no",12,1,2,0.5,0,0,0,4,4,1,0,2,2,1.4,1,0,0,1,0,1,6,3.1,2014-02-26,"2013-2014"
"HOYING-Andy","PITT-JOHNSTOWN","home","02/26/14","no",24,0,3,0,0,1,0,2,4,0.5,3,2,5,3.9,2,0,2,0,0,1,2,5.4,2014-02-26,"2013-2014"
"INGRAM-Terrence","PITT-JOHNSTOWN","home","02/26/14","no",11,0,1,0,0,0,0,2,2,1,0,0,0,0.4,1,0,0,1,0,0,2,1.7,2014-02-26,"2013-2014"
"LYTLE-Anthony","PITT-JOHNSTOWN","home","02/26/14","yes",20,4,7,0.571,0,0,0,0,2,0,1,4,5,4.6,1,0,0,2,0,1,8,8.5,2014-02-26,"2013-2014"
"ONANA-Jean","PITT-JOHNSTOWN","home","02/26/14","no",18,4,7,0.571,2,4,0.5,2,3,0.667,0,0,0,1.8,4,0,0,3,0,1,12,10.3,2014-02-26,"2013-2014"
"OUEGNIN-Jonathan","PITT-JOHNSTOWN","home","02/26/14","yes",33,5,7,0.714,1,3,0.333,4,4,1,1,3,4,5,1,0,4,2,1,1,15,9.4,2014-02-26,"2013-2014"
"SAMUELSON-Beau","PITT-JOHNSTOWN","home","02/26/14","no",2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.6,2014-02-26,"2013-2014"
"WILLIAMS-Greg","PITT-JOHNSTOWN","home","02/26/14","no",5,0,1,0,0,1,0,0,0,0,0,0,0,1.8,0,0,0,1,0,0,0,4.9,2014-02-26,"2013-2014"
"BEINS-Sean","CALIFORNIA","home","03/01/14","no",7,1,2,0.5,0,0,0,1,2,0.5,1,0,1,1.7,0,0,0,0,0,0,3,3,2014-03-01,"2013-2014"
"BILBO-Paul","CALIFORNIA","home","03/01/14","yes",17,2,3,0.667,0,0,0,0,2,0,0,4,4,3.4,2,0,0,0,1,1,4,5.2,2014-03-01,"2013-2014"
"DAILEY-Callon","CALIFORNIA","home","03/01/14","yes",25,2,8,0.25,0,3,0,0,0,0,2,0,2,3.5,0,0,2,0,1,0,4,8.2,2014-03-01,"2013-2014"
"EWING-James","CALIFORNIA","home","03/01/14","no",8,0,1,0,0,0,0,1,2,0.5,0,1,1,3.4,3,0,0,1,0,0,1,4.6,2014-03-01,"2013-2014"
"HALE-H'ian","CALIFORNIA","home","03/01/14","no",7,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,0,1,0,0,1,0,3,2014-03-01,"2013-2014"
"HOYING-Andy","CALIFORNIA","home","03/01/14","no",20,0,5,0,0,2,0,0,0,0,0,4,4,3.9,2,0,1,0,0,1,0,5.2,2014-03-01,"2013-2014"
"INGRAM-Terrence","CALIFORNIA","home","03/01/14","no",13,1,2,0.5,1,2,0.5,0,0,0,0,1,1,0.4,0,0,0,0,0,0,3,1.8,2014-03-01,"2013-2014"
"LYTLE-Anthony","CALIFORNIA","home","03/01/14","yes",31,7,12,0.583,0,0,0,2,2,1,2,5,7,4.7,3,0,0,2,2,0,16,8.8,2014-03-01,"2013-2014"
"ONANA-Jean","CALIFORNIA","home","03/01/14","yes",29,6,12,0.5,2,3,0.667,5,7,0.714,2,2,4,1.9,1,0,0,1,0,1,19,10.6,2014-03-01,"2013-2014"
"OUEGNIN-Jonathan","CALIFORNIA","home","03/01/14","yes",34,1,3,0.333,0,0,0,0,1,0,0,7,7,5.1,2,0,5,1,0,3,2,9.1,2014-03-01,"2013-2014"
"WILLIAMS-Greg","CALIFORNIA","home","03/01/14","no",9,1,6,0.167,0,2,0,0,0,0,1,0,1,1.8,3,0,0,0,0,0,2,4.8,2014-03-01,"2013-2014"
"BEINS-Sean","at IUP","away","03/04/14","no",16,5,6,0.833,2,2,1,1,1,1,0,0,0,1.6,3,0,1,2,0,0,13,3.5,2014-03-04,"2013-2014"
"BILBO-Paul","at IUP","away","03/04/14","yes",6,1,1,1,0,0,0,0,0,0,1,0,1,3.4,2,0,0,0,0,0,2,5.1,2014-03-04,"2013-2014"
"DAILEY-Callon","at IUP","away","03/04/14","yes",24,2,4,0.5,0,0,0,0,0,0,1,3,4,3.5,3,0,3,0,0,0,4,8,2014-03-04,"2013-2014"
"EWING-James","at IUP","away","03/04/14","no",10,0,0,0,0,0,0,0,0,0,1,2,3,3.3,2,0,1,1,0,0,0,4.5,2014-03-04,"2013-2014"
"HALE-H'ian","at IUP","away","03/04/14","no",12,0,1,0,0,1,0,5,6,0.833,0,1,1,1.3,1,0,0,0,0,1,5,3.1,2014-03-04,"2013-2014"
"HOYING-Andy","at IUP","away","03/04/14","no",27,5,8,0.625,2,3,0.667,0,0,0,1,9,10,4.1,4,0,1,2,0,0,12,5.5,2014-03-04,"2013-2014"
"INGRAM-Terrence","at IUP","away","03/04/14","no",14,1,3,0.333,1,2,0.5,1,2,0.5,0,0,0,0.4,0,0,0,2,0,0,4,1.9,2014-03-04,"2013-2014"
"LYTLE-Anthony","at IUP","away","03/04/14","yes",20,2,4,0.5,0,0,0,0,0,0,1,3,4,4.7,4,0,3,4,2,0,4,8.6,2014-03-04,"2013-2014"
"ONANA-Jean","at IUP","away","03/04/14","yes",33,4,15,0.267,2,5,0.4,6,7,0.857,2,3,5,2,2,0,1,3,0,0,16,10.8,2014-03-04,"2013-2014"
"OUEGNIN-Jonathan","at IUP","away","03/04/14","yes",29,2,5,0.4,0,1,0,0,2,0,0,1,1,5,2,0,2,2,1,1,4,8.9,2014-03-04,"2013-2014"
"WILLIAMS-Greg","at IUP","away","03/04/14","no",9,1,1,1,1,1,1,0,0,0,0,0,0,1.7,0,0,1,0,0,0,3,4.7,2014-03-04,"2013-2014"
"BEINS-Sean","at East Stroudsburg","away","03/08/14","no",15,3,5,0.6,0,1,0,0,0,0,0,2,2,1.6,1,0,0,0,2,1,6,3.6,2014-03-08,"2013-2014"
"BILBO-Paul","at East Stroudsburg","away","03/08/14","yes",13,2,4,0.5,0,0,0,0,0,0,0,1,1,3.3,2,0,0,0,1,0,4,5,2014-03-08,"2013-2014"
"DAILEY-Callon","at East Stroudsburg","away","03/08/14","yes",24,4,6,0.667,1,1,1,0,0,0,2,3,5,3.6,3,0,1,0,0,0,9,8.1,2014-03-08,"2013-2014"
"EWING-James","at East Stroudsburg","away","03/08/14","no",13,5,7,0.714,0,0,0,0,0,0,1,3,4,3.4,1,0,0,0,0,0,10,4.7,2014-03-08,"2013-2014"
"HALE-H'ian","at East Stroudsburg","away","03/08/14","no",21,1,2,0.5,0,1,0,0,0,0,0,2,2,1.4,3,0,5,5,0,1,2,3,2014-03-08,"2013-2014"
